line_number,error_type,description,suspected_cause,full_line,line_preview,full_line_length,actual_error,has_comma,has_quote,has_newline_in_field,file_name,file_path,llm,model_run,run,domain,shot
85,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
87,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
89,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
91,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
93,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
95,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
97,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
99,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
101,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
103,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
105,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
107,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
460,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
890,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
910,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
912,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
914,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
916,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
918,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
920,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
922,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
924,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
926,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
928,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
930,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
932,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
934,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
936,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
938,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
940,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
942,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
944,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
946,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
948,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
950,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
952,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
954,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
956,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
958,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
960,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
962,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
964,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
966,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
1051,empty_line,Empty line (only whitespace),Line contains only whitespace or newlines,,"
",1,Pandas skipped this line,False,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
239,too_many_fields,Row has 63 columns but header expects 58 columns (5 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,99999,CT,8159340946.0,9150708100.0,Conventional:Conventional Loan,Single Family (1-4 Units):Manufactured,Hispanic or Latino,White,Male,File closed for incompleteness,51,35000.0,0.45,4.5,,,,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,0.0,2,2,2,2,,1,1,3,5,1,,96.0,,1111,1111,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,9999,Yes,,1,1","2024,99999,CT,8159340946.0,9150708100.0,Conventional:Conventional Loan,Single Family (1-4 Units):Man",329,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
240,too_many_fields,Row has 64 columns but header expects 58 columns (6 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,99999,CT,995347155.0,9150708100.0,FHA-Insured:Refinance,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,Loan denied,16,30000.0,0.38,3.5,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,20.0,2,2,2,2,,1,1,1,2,1,,94.0,,1111,1111,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,45-54,9999,Yes,,1,1","2024,99999,CT,995347155.0,9150708100.0,FHA-Insured:Refinance,Single Family (1-4 Units):Site-Built,No",311,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
241,too_many_fields,Row has 64 columns but header expects 58 columns (6 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,99999,CT,18081373.0,9150708100.0,FHA-Insured:Purchase,Single Family (1-4 Units):Manufactured,Hispanic or Latino,Black,Male,Loan denied,30,40000.0,0.4,4.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,0.0,2,2,2,2,,1,1,1,2,1,,99.0,,1111,1111,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,55-64,9999,Yes,,1,1","2024,99999,CT,18081373.0,9150708100.0,FHA-Insured:Purchase,Single Family (1-4 Units):Manufactured,Hi",305,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
242,too_many_fields,Row has 64 columns but header expects 58 columns (6 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,99999,CT,964215444.0,9150708100.0,Conventional:Jumbo,Single Family (1-4 Units):Manufactured,Hispanic or Latino,White,Male,File closed for incompleteness,25,70000.0,0.35,3.5,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,0.0,2,2,2,2,,1,1,3,5,1,,97.0,,1111,1111,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,9999,Yes,,1,1","2024,99999,CT,964215444.0,9150708100.0,Conventional:Jumbo,Single Family (1-4 Units):Manufactured,His",324,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
243,too_many_fields,Row has 64 columns but header expects 58 columns (6 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,99999,CT,51230572.0,9150708100.0,FHA-Insured:Refinance,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,File closed for incompleteness,55,45000.0,0.42,4.2,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,0.0,2,2,2,2,,1,1,1,2,1,,95.0,,1111,1111,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,18-24,9999,Yes,,1,1","2024,99999,CT,51230572.0,9150708100.0,FHA-Insured:Refinance,Single Family (1-4 Units):Site-Built,Not",328,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
244,too_many_fields,Row has 64 columns but header expects 58 columns (6 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,99999,CT,23640828.0,9150708100.0,Conventional:Conventional Loan,Single Family (1-4 Units):Manufactured,Hispanic or Latino,Black,Male,Loan denied,48,50000.0,0.47,4.7,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,0.0,2,2,2,2,,1,1,3,5,1,,98.0,,1111,1111,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,9999,Yes,,1,1","2024,99999,CT,23640828.0,9150708100.0,Conventional:Conventional Loan,Single Family (1-4 Units):Manuf",316,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
245,too_many_fields,Row has 64 columns but header expects 58 columns (6 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,99999,CT,964215444.0,9150708100.0,FHA-Insured:Purchase,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,File closed for incompleteness,31,65000.0,0.31,3.1,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,0.0,2,2,2,2,,1,1,1,2,1,,93.0,,1111,1111,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,9999,Yes,,1,1","2024,99999,CT,964215444.0,9150708100.0,FHA-Insured:Purchase,Single Family (1-4 Units):Manufactured,N",330,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
246,too_many_fields,Row has 64 columns but header expects 58 columns (6 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,99999,CT,513046.0,9150708100.0,FHA-Insured:Refinance,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,Loan denied,29,55000.0,0.48,4.8,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,0.0,2,2,2,2,,1,1,1,2,1,,96.0,,1111,1111,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,45-54,9999,Yes,,1,1","2024,99999,CT,513046.0,9150708100.0,FHA-Insured:Refinance,Single Family (1-4 Units):Site-Built,Not H",307,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
247,too_many_fields,Row has 64 columns but header expects 58 columns (6 extra),"Likely due to LLM hallucination, where the model generates more fields than expected.","2024,99999,CT,995347155.0,9150708100.0,Conventional:Jumbo,Single Family (1-4 Units):Manufactured,Hispanic or Latino,Black,Male,Loan denied,22,70000.0,0.33,3.3,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,0.0,2,2,2,2,,1,1,3,5,1,,94.0,,1111,1111,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,9999,Yes,,1,1","2024,99999,CT,995347155.0,9150708100.0,Conventional:Jumbo,Single Family (1-4 Units):Manufactured,His",305,Line skipped in context (part of multi-line record or context-dependent error),True,False,True,llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,data/generated/llama-3.1-8b-instruct-run3/lending/one/csv/llama-3.1-8b-instruct-run3-raw_finals_of_all_chunks_lending_one_csv.csv,llama-3.1-8b-instruct,llama-3.1-8b-instruct-run3,3,lending,one
