data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1996,Local,UT,Utah,1996-04-10,0,1,1,1,0,Black,Not Hispanic or Latino,1,Vandalism,1,"Salt Lake City, UT",Anti-Black,Minors Only,false,false
1993,Federal,US,United States,1993-06-15,0,1,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,New York City,Anti-Government,Adults Only,false,false
1992,State,IN,Indiana,1992-03-22,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Indianapolis, IN",Anti-Christian,Adults Only,false,false
1997,Local,"OR""",Oregon,1997-10-01,0,1,1,1,0,Asian,Not Hispanic or Latino,1,Vandalism,1,"Portland, OR",Anti-Asian,Minors Only,false,false
1994,State,TN,Tennessee,1994-07-20,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Nashville, TN",Anti-Christian,Adults Only,false,false
1995,Local,VT,Vermont,1995-11-15,0,1,1,1,0,Black,Not Hispanic or Latino,1,Vandalism,1,"Burlington, VT",Anti-Black,Minors Only,false,false
1996,Federal,US,United States,1996-09-01,0,1,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Washington, D.C.",Anti-Government,Adults Only,false,false
1997,State,MD,Maryland,1997-06-20,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Baltimore, MD",Anti-Christian,Adults Only,false,false
1993,Local,"IA""",Iowa,1993-11-15,0,1,1,1,0,Asian,Not Hispanic or Latino,1,Vandalism,1,"Des Moines, IA",Anti-Asian,Minors Only,false,false
1992,Federal,US,United States,1992-01-10,0,1,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,New York City,Anti-Government,Adults Only,false,false
1994,State,WV,West Virginia,1994-09-25,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Charleston, WV",Anti-Christian,Adults Only,false,false
1996,Local,"AK""",Alaska,1996-01-15,0,1,1,1,0,Black,Not Hispanic or Latino,1,Vandalism,1,"Anchorage, AK",Anti-Black,Minors Only,false,false
1993,Federal,US,United States,1993-04-20,0,1,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Washington, D.C.",Anti-Government,Adults Only,false,false
1995,State,"DE""",Delaware,1995-03-01,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Wilmington, DE",Anti-Christian,Adults Only,false,false
1997,Local,"RI""",Rhode Island,1997-09-20,0,1,1,1,0,Asian,Not Hispanic or Latino,1,Vandalism,1,"Providence, RI",Anti-Asian,Minors Only,false,false
1992,State,"VT""",Vermont,1992-06-20,0,1,1,1,0,Black,Not Hispanic or Latino,1,Vandalism,1,"Burlington, VT",Anti-Black,Minors Only,false,false
1994,Federal,US,United States,1994-11-15,0,1,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Washington, D.C.",Anti-Government,Adults Only,false,false
1995,State,"ME""",Maine,1995-07-15,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Portland, ME",Anti-Christian,Adults Only,false,false
1997,Local,"ND""",North Dakota,1997-12-01,0,1,1,1,0,Asian,Not Hispanic or Latino,1,Vandalism,1,"Fargo, ND",Anti-Asian,Minors Only,false,false
1994,State,"NH""",New Hampshire,1994-03-25,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,"Manchester, NH",Anti-Christian,Adults Only,false,false
1992,Federal,US,United States,1992-09-01,0,1,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,New York City,Anti-Government,Adults Only,false,false
