data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1994,Law Enforcement Agency,SC,South Carolina,1994-04-01,1,0,3,2,1,White,White,3,Anti-Lesbian,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1994,Law Enforcement Agency,SD,South Dakota,1994-05-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Building,Hate by Reason of Religious Belief,Single Offense,Single Bias,
1994,Law Enforcement Agency,TN,Tennessee,1994-06-01,1,0,2,1,1,White,White,3,Racism,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
1994,Law Enforcement Agency,TX,Texas,1994-07-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Residence Hall,Hate by Reason of Race,Single Offense,Single Bias,
1994,Law Enforcement Agency,UT,Utah,1994-08-01,1,0,3,2,1,White,White,3,Anti-Gay,Adults Only,Public Building,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1994,Law Enforcement Agency,VT,Vermont,1994-09-01,0,1,1,1,0,Black,Black,2,Racism,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
1994,Law Enforcement Agency,VA,Virginia,1994-10-01,1,0,2,1,1,White,White,3,Anti-Lesbian,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1994,Law Enforcement Agency,WA,Washington,1994-11-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Building,Hate by Reason of Religious Belief,Single Offense,Single Bias,
1994,Law Enforcement Agency,WV,West Virginia,1994-12-01,1,0,3,2,1,White,White,3,Anti-Gay,Adults Only,Public Park,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1995,Law Enforcement Agency,WI,Wisconsin,1995-01-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Residence Hall,Hate by Reason of Race,Single Offense,Single Bias,
1995,Law Enforcement Agency,WY,Wyoming,1995-02-01,1,0,2,1,1,White,White,3,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
1995,Law Enforcement Agency,DC,District of Columbia,1995-03-01,0,1,1,1,0,Black,Black,2,Racism,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
1995,Law Enforcement Agency,PR,Puerto Rico,1995-04-01,1,0,3,2,1,White,White,3,Anti-Lesbian,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
1995,Law Enforcement Agency,VI,Virgin Islands,1995-05-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Building,Hate by Reason of Religious Belief,Single Offense,Single Bias,
2000,Law Enforcement Agency,AK,Alaska,2000-07-01,1,0,2,1,1,White,White,3,Racism,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
2000,Law Enforcement Agency,GA,Georgia,2000-08-01,0,1,1,1,0,Black,Black,2,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
2000,Law Enforcement Agency,HI,Hawaii,2000-09-01,1,0,3,2,1,White,White,3,Anti-Lesbian,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
2000,Law Enforcement Agency,IN,Indiana,2000-10-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
2000,Law Enforcement Agency,ME,Maine,2000-11-01,1,0,2,1,1,White,White,3,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
2000,Law Enforcement Agency,MD,Maryland,2000-12-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Building,Hate by Reason of Religious Belief,Single Offense,Single Bias,
2001,Law Enforcement Agency,MN,Minnesota,2001-01-01,1,0,3,2,1,White,White,3,Anti-Gay,Adults Only,Public Park,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
2001,Law Enforcement Agency,NC,North Carolina,2001-02-01,0,1,1,1,0,Black,Black,2,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
2001,Law Enforcement Agency,NV,Nevada,2001-03-01,1,0,2,1,1,White,White,3,Anti-Lesbian,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
2001,Law Enforcement Agency,NY,New York,2001-04-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
2001,Law Enforcement Agency,OH,Ohio,2001-05-01,1,0,3,2,1,White,White,3,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
2001,Law Enforcement Agency,SD,South Dakota,2001-06-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Building,Hate by Reason of Religious Belief,Single Offense,Single Bias,
2001,Law Enforcement Agency,TX,Texas,2001-07-01,1,0,2,1,1,White,White,3,Anti-Lesbian,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
2001,Law Enforcement Agency,UT,Utah,2001-08-01,0,1,1,1,0,Black,Black,2,Racism,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
2001,Law Enforcement Agency,VA,Virginia,2001-09-01,1,0,3,2,1,White,White,3,Anti-Gay,Adults Only,Public Building,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
2001,Law Enforcement Agency,WA,Washington,2001-10-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
2001,Law Enforcement Agency,WV,West Virginia,2001-11-01,1,0,2,1,1,White,White,3,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
2001,Law Enforcement Agency,WY,Wyoming,2001-12-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Building,Hate by Reason of Religious Belief,Single Offense,Single Bias,
2002,Law Enforcement Agency,GA,Georgia,2002-01-01,1,0,3,2,1,White,White,3,Anti-Lesbian,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
2002,Law Enforcement Agency,HI,Hawaii,2002-02-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
2002,Law Enforcement Agency,IL,Illinois,2002-03-01,1,0,2,1,1,White,White,3,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
2002,Law Enforcement Agency,KY,Kentucky,2002-04-01,0,1,1,1,0,Black,Black,2,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
2002,Law Enforcement Agency,LA,Louisiana,2002-05-01,1,0,3,2,1,White,White,3,Anti-Gay,Adults Only,Public Park,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
2002,Law Enforcement Agency,MA,Massachusetts,2002-06-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Building,Hate by Reason of Religious Belief,Single Offense,Single Bias,
2002,Law Enforcement Agency,MI,Michigan,2002-07-01,1,0,2,1,1,White,White,3,Anti-Lesbian,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
2002,Law Enforcement Agency,MN,Minnesota,2002-08-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
2002,Law Enforcement Agency,MO,Missouri,2002-09-01,1,0,3,2,1,White,White,3,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
2002,Law Enforcement Agency,NC,North Carolina,2002-10-01,0,1,1,1,0,Black,Black,2,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
2002,Law Enforcement Agency,ND,North Dakota,2002-11-01,1,0,2,1,1,White,White,3,Anti-Lesbian,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
2002,Law Enforcement Agency,NE,Nebraska,2002-12-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Building,Hate by Reason of Religious Belief,Single Offense,Single Bias,
2003,Law Enforcement Agency,AL,Alabama,2003-01-01,1,0,3,2,1,White,White,3,Anti-Gay,Adults Only,Public Park,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
2003,Law Enforcement Agency,AZ,Arizona,2003-02-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
2003,Law Enforcement Agency,CO,Colorado,2003-03-01,1,0,2,1,1,White,White,3,Racism,Adults Only,Residence Hall,Hate by Reason of Race,Single Offense,Single Bias,
2003,Law Enforcement Agency,CT,Connecticut,2003-04-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Building,Hate by Reason of Religious Belief,Single Offense,Single Bias,
2003,Law Enforcement Agency,DE,Delaware,2003-05-01,1,0,3,2,1,White,White,3,Anti-Lesbian,Adults Only,Public Park,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
2003,Law Enforcement Agency,FL,Florida,2003-06-01,0,1,1,1,0,Black,Black,2,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
2003,Law Enforcement Agency,GA,Georgia,2003-07-01,1,0,2,1,1,White,White,3,Anti-Gay,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
2003,Law Enforcement Agency,HI,Hawaii,2003-08-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
2003,Law Enforcement Agency,IA,Iowa,2003-09-01,1,0,3,2,1,White,White,3,Racism,Adults Only,Public Building,Hate by Reason of Race,Single Offense,Single Bias,
2003,Law Enforcement Agency,ID,Idaho,2003-10-01,0,1,1,1,0,Jewish,Jewish,2,Anti-Semitic,Adults Only,Public Building,Hate by Reason of Religious Belief,Single Offense,Single Bias,
2003,Law Enforcement Agency,IL,Illinois,2003-11-01,1,0,2,1,1,White,White,3,Anti-Lesbian,Adults Only,Residence Hall,Hate by Reason of Sexual Orientation,Single Offense,Single Bias,
2003,Law Enforcement Agency,IN,Indiana,2003-12-01,0,1,1,1,0,Asian,Asian,2,Anti-Asian,Adults Only,Public Park,Hate by Reason of Race,Single Offense,Single Bias,
1992,County,CA,California,1992-06-01,2,0,2,1,1,Asian,Hispanic,2,Intimidation,2,Residence,Anti-Semetic,Individual,False,
1992,City,NY,New York,1992-03-15,1,0,1,1,0,White,Non-Hispanic,1,Vandalism,1,Business,Anti-Black,Individual,True,Racial
1992,County,TX,Texas,1992-09-10,0,1,1,0,1,Native American,Non-Hispanic,1,Simple Assault,1,Street,Anti-White,Individual,False,
1992,City,IL,Illinois,1992-01-20,1,0,2,1,1,Black,Non-Hispanic,2,Aggravated Assault,2,Residence,Anti-Gay,Multiple,False,
1992,County,FL,Florida,1992-04-05,2,0,1,1,0,White,Non-Hispanic,2,Intimidation,2,Residence,Anti-Jewish,Individual,False,
1992,City,MA,Massachusetts,1992-07-25,0,1,1,0,1,Asian,Hispanic,1,Simple Assault,1,Street,Anti-Asian,Individual,False,
1992,County,PA,Pennsylvania,1992-11-01,1,0,2,1,1,Black,Non-Hispanic,2,Vandalism,2,Business,Anti-Black,Multiple,True,Racial
1992,City,OH,Ohio,1992-08-10,2,0,1,1,1,White,Non-Hispanic,2,Intimidation,2,Residence,Anti-Gay,Individual,False,
1992,County,NC,North Carolina,1992-02-15,0,1,1,0,1,Native American,Non-Hispanic,1,Simple Assault,1,Street,Anti-White,Individual,False,
1992,City,WI,Wisconsin,1992-05-01,1,0,1,1,0,Black,Non-Hispanic,1,Vandalism,1,Business,Anti-Black,Individual,True,Racial
1992,County,GA,Georgia,1992-10-20,2,0,1,1,1,White,Non-Hispanic,2,Intimidation,2,Residence,Anti-Jewish,Individual,False,
1993,City,CA,California,1993-01-01,1,0,1,1,0,Asian,Hispanic,1,Vandalism,1,Business,Anti-Asian,Individual,True,Racial
1993,County,NY,New York,1993-03-05,0,1,1,0,1,Native American,Non-Hispanic,1,Simple Assault,1,Street,Anti-White,Individual,False,
1993,City,TX,Texas,1993-04-15,2,0,2,1,1,Black,Non-Hispanic,2,Aggravated Assault,2,Residence,Anti-Gay,Multiple,False,
1993,County,IL,Illinois,1993-06-10,1,0,1,1,0,White,Non-Hispanic,1,Intimidation,1,Residence,Anti-Jewish,Individual,False,
1993,City,FL,Florida,1993-07-25,0,1,1,0,1,Asian,Hispanic,1,Simple Assault,1,Street,Anti-Asian,Individual,False,
1993,County,MA,Massachusetts,1993-09-01,2,0,1,1,1,Native American,Non-Hispanic,2,Vandalism,2,Business,Anti-White,Individual,True,Racial
1993,City,PA,Pennsylvania,1993-10-15,1,0,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Residence,Anti-Black,Individual,False,
1993,County,OH,Ohio,1993-11-10,0,1,1,0,1,White,Non-Hispanic,1,Simple Assault,1,Street,Anti-Gay,Individual,False,
1993,City,NC,North Carolina,1993-12-01,2,0,2,1,1,White,Non-Hispanic,2,Aggravated Assault,2,Residence,Anti-Jewish,Multiple,False,
1994,County,WI,Wisconsin,1994-01-01,1,0,1,1,0,Asian,Hispanic,1,Vandalism,1,Business,Anti-Asian,Individual,True,Racial
1994,City,GA,Georgia,1994-02-15,0,1,1,0,1,Native American,Non-Hispanic,1,Simple Assault,1,Street,Anti-White,Individual,False,
1994,County,TX,Texas,1994-03-10,2,0,2,1,1,Black,Non-Hispanic,2,Aggravated Assault,2,Residence,Anti-Gay,Multiple,False,
1994,City,IL,Illinois,1994-04-01,1,0,1,1,0,White,Non-Hispanic,1,Intimidation,1,Residence,Anti-Jewish,Individual,False,
1994,County,FL,Florida,1994-05-15,0,1,1,0,1,Asian,Hispanic,1,Simple Assault,1,Street,Anti-Asian,Individual,False,
1994,City,MA,Massachusetts,1994-06-10,2,0,1,1,1,Native American,Non-Hispanic,2,Vandalism,2,Business,Anti-White,Individual,True,Racial
1994,County,PA,Pennsylvania,1994-07-01,1,0,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Residence,Anti-Black,Individual,False,
1994,City,OH,Ohio,1994-08-15,0,1,1,0,1,White,Non-Hispanic,1,Simple Assault,1,Street,Anti-Gay,Individual,False,
1994,County,NC,North Carolina,1994-09-10,2,0,2,1,1,White,Non-Hispanic,2,Aggravated Assault,2,Residence,Anti-Jewish,Multiple,False,
1994,City,WI,Wisconsin,1994-10-01,1,0,1,1,0,Asian,Hispanic,1,Vandalism,1,Business,Anti-Asian,Individual,True,Racial
1994,County,GA,Georgia,1994-11-15,0,1,1,0,1,Native American,Non-Hispanic,1,Simple Assault,1,Street,Anti-White,Individual,False,
1994,City,TX,Texas,1994-12-01,2,0,2,1,1,Black,Non-Hispanic,2,Aggravated Assault,2,Residence,Anti-Gay,Multiple,False,
1995,County,IL,Illinois,1995-01-01,1,0,1,1,0,White,Non-Hispanic,1,Intimidation,1,Residence,Anti-Jewish,Individual,False,
1995,City,FL,Florida,1995-02-15,0,1,1,0,1,Asian,Hispanic,1,Simple Assault,1,Street,Anti-Asian,Individual,False,
1995,County,MA,Massachusetts,1995-03-10,2,0,1,1,1,Native American,Non-Hispanic,2,Vandalism,2,Business,Anti-White,Individual,True,Racial
1995,City,PA,Pennsylvania,1995-04-01,1,0,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Residence,Anti-Black,Individual,False,
1995,County,OH,Ohio,1995-05-15,0,1,1,0,1,White,Non-Hispanic,1,Simple Assault,1,Street,Anti-Gay,Individual,False,
1995,City,NC,North Carolina,1995-06-10,2,0,2,1,1,White,Non-Hispanic,2,Aggravated Assault,2,Residence,Anti-Jewish,Multiple,False,
1995,County,WI,Wisconsin,1995-07-01,1,0,1,1,0,Asian,Hispanic,1,Vandalism,1,Business,Anti-Asian,Individual,True,Racial
1995,City,GA,Georgia,1995-08-15,0,1,1,0,1,Native American,Non-Hispanic,1,Simple Assault,1,Street,Anti-White,Individual,False,
1995,County,TX,Texas,1995-09-10,2,0,2,1,1,Black,Non-Hispanic,2,Aggravated Assault,2,Residence,Anti-Gay,Multiple,False,
1995,City,IL,Illinois,1995-10-01,1,0,1,1,0,White,Non-Hispanic,1,Intimidation,1,Residence,Anti-Jewish,Individual,False,
1995,County,FL,Florida,1995-11-15,0,1,1,0,1,Asian,Hispanic,1,Simple Assault,1,Street,Anti-Asian,Individual,False,
1995,City,MA,Massachusetts,1995-12-01,2,0,1,1,1,Native American,Non-Hispanic,2,Vandalism,2,Business,Anti-White,Individual,True,Racial
1996,County,PA,Pennsylvania,1996-01-01,1,0,1,1,0,Black,Non-Hispanic,1,Intimidation,1,Residence,Anti-Black,Individual,False,
1996,City,OH,Ohio,1996-02-15,0,1,1,0,1,White,Non-Hispanic,1,Simple Assault,1,Street,Anti-Gay,Individual,False,
1996,County,NC,North Carolina,1996-03-10,2,0,2,1,1,White,Non-Hispanic,2,Aggravated Assault,2,Residence,Anti-Jewish,Multiple,False,
1996,City,WI,Wisconsin,1996-04-01,1,0,1,1,0,Asian,Hispanic,1,Vandalism,1,Business,Anti-Asian,Individual,True,Racial
1996,County,GA,Georgia,1996-05-15,0,1,1,0,1,Native American,Non-Hispanic,1,Simple Assault,1,Street,Anti-White,Individual,False,
1996,City,TX,Texas,1996-06-10,2,0,2,1,1,Black,Non-Hispanic,2,Aggravated Assault,2,Residence,Anti-Gay,Multiple,False,
1996,County,IL,Illinois,1996-07-01,1,0,1,1,0,White,Non-Hispanic,1,Intimidation,1,Residence,Anti-Jewish,Individual,False,
Data Year,Agency Type Name,State Abbrev,State Name,Incident Date,Adult Victim Count,Juvenile Victim Count,Total Offender Count,Adult Offender Count,Juvenile Offender Count,Offender Race,Offender Ethnicity,Victim Count,Offense Name,Total Individual Victims,Location Name,Bias Desc,Victim Types,Multiple Offense,Multiple Bias
1992,State Police,NY,New York,1992-01-01,2,0,1,1,0,White,Non Hispanic,3,Simple Assault,3,Road/Highway,Sexual Orientation,Adult,TRUE,TRUE
1992,County Sheriff,FL,Florida,1992-02-01,1,0,1,1,0,Black,Hispanic,2,Vandalism,2,Residential Area,Religion,Adult,FALSE,FALSE
1992,Local Police,CA,California,1992-03-01,0,1,1,1,0,Asian,Non Hispanic,2,Intimidation,2,University/BCollege,Race/Ethnicity,Juvenile,TRUE,FALSE
1993,State Police,IL,Illinois,1993-04-01,1,0,2,1,1,White,Non Hispanic,3,Aggravated Assault,3,Park,Sexual Orientation,Adult,FALSE,FALSE
1993,County Sheriff,TX,Texas,1993-05-01,0,0,1,1,0,Black,Hispanic,2,Hate Crime Against People With Disability,2,Residential Area,Disability,Adult,TRUE,TRUE
1994,Local Police,NY,New York,1994-06-01,1,0,1,1,0,White,Non Hispanic,2,Simple Assault,2,Road/Highway,Sexual Orientation,Adult,FALSE,FALSE
1994,State Police,FL,Florida,1994-07-01,0,1,1,1,0,Asian,Non Hispanic,2,Intimidation,2,University/BCollege,Race/Ethnicity,Juvenile,TRUE,TRUE
1995,County Sheriff,CA,California,1995-08-01,1,0,1,1,0,White,Non Hispanic,2,Aggravated Assault,2,Park,Sexual Orientation,Adult,FALSE,FALSE
1995,Local Police,IL,Illinois,1995-09-01,0,0,1,1,0,Black,Hispanic,2,Vandalism,2,Residential Area,Religion,Adult,TRUE,TRUE
1996,State Police,TX,Texas,1996-10-01,1,0,2,1,1,White,Non Hispanic,3,Hate Crime Against People With Disability,3,Park,Disability,Adult,FALSE,FALSE
1996,County Sheriff,NY,New York,1996-11-01,0,1,1,1,0,White,Non Hispanic,2,Simple Assault,2,Road/Highway,Sexual Orientation,Juvenile,TRUE,TRUE
1997,Local Police,FL,Florida,1997-12-01,1,0,1,1,0,White,Non Hispanic,2,Intimidation,2,University/BCollege,Race/Ethnicity,Adult,FALSE,FALSE
1998,State Police,CA,California,1998-01-01,0,0,1,1,0,Asian,Non Hispanic,2,Aggravated Assault,2,Park,Sexual Orientation,Adult,TRUE,TRUE
1998,County Sheriff,IL,Illinois,1998-02-01,1,0,1,1,0,Black,Hispanic,2,Vandalism,2,Residential Area,Religion,Adult,FALSE,FALSE
1999,Local Police,TX,Texas,1999-03-01,0,1,1,1,0,White,Non Hispanic,2,Hate Crime Against People With Disability,2,University/BCollege,Disability,Juvenile,TRUE,TRUE
2000,State Police,NY,New York,2000-04-01,1,0,2,1,1,White,Non Hispanic,3,Simple Assault,3,Park,Sexual Orientation,Adult,FALSE,FALSE
2000,County Sheriff,FL,Florida,2000-05-01,0,0,1,1,0,Asian,Non Hispanic,2,Intimidation,2,Road/Highway,Race/Ethnicity,Adult,TRUE,TRUE
2001,Local Police,CA,California,2001-06-01,1,0,1,1,0,White,Non Hispanic,2,Aggravated Assault,2,Residential Area,Sexual Orientation,Adult,FALSE,FALSE
2001,State Police,IL,Illinois,2001-07-01,0,1,1,1,0,Black,Hispanic,2,Vandalism,2,University/BCollege,Religion,Juvenile,TRUE,TRUE
2002,County Sheriff,TX,Texas,2002-08-01,1,0,2,1,1,White,Non Hispanic,3,Hate Crime Against People With Disability,3,Park,Disability,Adult,FALSE,FALSE
2002,Local Police,NY,New York,2002-09-01,0,0,1,1,0,Asian,Non Hispanic,2,Simple Assault,2,Road/Highway,Sexual Orientation,Adult,TRUE,TRUE
2003,State Police,FL,Florida,2003-10-01,1,0,1,1,0,White,Non Hispanic,2,Intimidation,2,University/BCollege,Race/Ethnicity,Adult,FALSE,FALSE
2003,County Sheriff,CA,California,2003-11-01,0,1,1,1,0,White,Non Hispanic,2,Aggravated Assault,2,Residential Area,Sexual Orientation,Juvenile,TRUE,TRUE
2004,Local Police,IL,Illinois,2004-12-01,1,0,2,1,1,White,Non Hispanic,3,Vandalism,3,Park,Religion,Adult,FALSE,FALSE
2005,State Police,TX,Texas,2005-01-01,0,0,1,1,0,Asian,Non Hispanic,2,Hate Crime Against People With Disability,2,University/BCollege,Disability,Adult,TRUE,TRUE
2005,County Sheriff,NY,New York,2005-02-01,1,0,1,1,0,Black,Hispanic,2,Simple Assault,2,Road/Highway,Sexual Orientation,Adult,FALSE,FALSE
2006,Local Police,FL,Florida,2006-03-01,0,1,1,1,0,White,Non Hispanic,2,Intimidation,2,Residential Area,Race/Ethnicity,Juvenile,TRUE,TRUE
2006,State Police,CA,California,2006-04-01,1,0,2,1,1,White,Non Hispanic,3,Aggravated Assault,3,Park,Sexual Orientation,Adult,FALSE,FALSE
2007,County Sheriff,IL,Illinois,2007-05-01,0,0,1,1,0,Asian,Non Hispanic,2,Vandalism,2,University/BCollege,Religion,Adult,TRUE,TRUE
2007,Local Police,TX,Texas,2007-06-01,1,0,1,1,0,White,Non Hispanic,2,Hate Crime Against People With Disability,2,Road/Highway,Disability,Adult,FALSE,FALSE
2008,State Police,NY,New York,2008-07-01,0,1,1,1,0,Black,Hispanic,2,Simple Assault,2,Park,Sexual Orientation,Juvenile,TRUE,TRUE
2008,County Sheriff,FL,Florida,2008-08-01,1,0,2,1,1,White,Non Hispanic,3,Intimidation,3,Residential Area,Race/Ethnicity,Adult,FALSE,FALSE
2009,Local Police,CA,California,2009-09-01,0,0,1,1,0,White,Non Hispanic,2,Aggravated Assault,2,University/BCollege,Sexual Orientation,Adult,TRUE,TRUE
2009,State Police,IL,Illinois,2009-10-01,1,0,1,1,0,Asian,Non Hispanic,2,Vandalism,2,Road/Highway,Religion,Adult,FALSE,FALSE
2010,County Sheriff,TX,Texas,2010-11-01,0,1,1,1,0,White,Non Hispanic,2,Hate Crime Against People With Disability,2,Park,Disability,Juvenile,TRUE,TRUE
2010,Local Police,NY,New York,2010-12-01,1,0,2,1,1,White,Non Hispanic,3,Simple Assault,3,Residential Area,Sexual Orientation,Adult,FALSE,FALSE
2011,State Police,FL,Florida,2011-01-01,0,0,1,1,0,Asian,Non Hispanic,2,Intimidation,2,University/BCollege,Race/Ethnicity,Adult,TRUE,TRUE
2011,County Sheriff,CA,California,2011-02-01,1,0,1,1,0,White,Non Hispanic,2,Aggravated Assault,2,Road/Highway,Sexual Orientation,Adult,FALSE,FALSE
2012,Local Police,IL,Illinois,2012-03-01,0,1,1,1,0,White,Non Hispanic,2,Vandalism,2,Park,Religion,Juvenile,TRUE,TRUE
2012,State Police,TX,Texas,2012-04-01,1,0,2,1,1,Asian,Non Hispanic,3,Hate Crime Against People With Disability,3,University/BCollege,Disability,Adult,FALSE,FALSE
2013,County Sheriff,NY,New York,2013-05-01,0,0,1,1,0,Black,Hispanic,2,Simple Assault,2,Residential Area,Sexual Orientation,Adult,TRUE,TRUE
2013,Local Police,FL,Florida,2013-06-01,1,0,1,1,0,White,Non Hispanic,2,Intimidation,2,Road/Highway,Race/Ethnicity,Adult,FALSE,FALSE
2014,State Police,CA,California,2014-07-01,0,1,1,1,0,White,Non Hispanic,2,Aggravated Assault,2,Park,Sexual Orientation,Juvenile,TRUE,TRUE
Year,Agency Type,State,State Name,Incident Date,Adult Victim Count,Juvenile Victim Count,Total Offender Count,Adult Offender Count,Juvenile Offender Count,Offender Race,Offender Ethnicity,Victim Count,Offense Name,Total Individual Victims,Location,Bias Desc,Victim Types,Multiple Offense,Multiple Bias
1995,State Police,AL,Alabama,1995-01-01,1,0,1,1,0,W,H,1,Anti-Religious,1,Church,Religious Bias,Adult,Yes,No
1995,County Police,AK,Alaska,1995-02-01,0,1,1,0,1,A,W,1,Anti-Government,1,School,Racial Bias,Juvenile,Yes,No
1995,City Police,AZ,Arizona,1995-03-01,1,0,2,1,1,B,H,2,Anti-Race,2,Park,Racial Bias,Adult/Juvenile,Yes,Yes
1995,State Police,AR,Arkansas,1995-04-01,0,1,1,0,1,A,W,1,Anti-Religious,1,Church,Religious Bias,Juvenile,Yes,No
1995,Federal Bureau,CA,California,1995-05-01,2,0,3,2,1,W/H,B,3,Anti-Gender,3,School,Sexual Orientation Bias,Adult,Yes,No
1995,County Police,CO,Colorado,1995-06-01,1,0,1,1,0,A,W,1,Anti-Race,1,Park,Racial Bias,Adult,Yes,No
1995,City Police,CT,Connecticut,1995-07-01,0,1,1,0,1,B,H,1,Anti-Gender,1,School,Sexual Orientation Bias,Juvenile,Yes,No
1995,State Police,DE,Delaware,1995-08-01,1,0,2,1,1,W,H,2,Anti-Government,2,Church,Racial Bias,Adult/Juvenile,Yes,Yes
1995,Federal Bureau,FL,Florida,1995-09-01,3,0,4,3,1,W/H/B,H,4,Anti-Religious,4,School,Religious Bias,Adult,Yes,No
1995,County Police,GA,Georgia,1995-10-01,0,1,1,0,1,A,W,1,Anti-Race,1,School,Racial Bias,Juvenile,Yes,No
1995,City Police,HI,Hawaii,1995-11-01,1,0,2,1,1,B,H,2,Anti-Government,2,Park,Racial Bias,Adult/Juvenile,Yes,Yes
1995,State Police,ID,Idaho,1995-12-01,0,1,1,0,1,A,W,1,Anti-Religious,1,Church,Religious Bias,Juvenile,Yes,No
1998,Federal Bureau,IL,Illinois,1998-01-01,2,0,3,2,1,W/H,B,3,Anti-Gender,3,School,Sexual Orientation Bias,Adult,Yes,No
1998,County Police,IN,Indiana,1998-02-01,1,0,1,1,0,A,W,1,Anti-Race,1,Park,Racial Bias,Adult,Yes,No
1998,City Police,IA,Iowa,1998-03-01,0,1,1,0,1,B,H,1,Anti-Government,1,School,Racial Bias,Juvenile,Yes,No
1998,State Police,KS,Kansas,1998-04-01,1,0,2,1,1,W,H,2,Anti-Religious,2,Church,Religious Bias,Adult/Juvenile,Yes,Yes
